update_step,total_steps,avg_step_reward,avg_episode_reward,avg_episode_length,n_finished,n_total,policy_loss,value_loss,entropy
689,5644288,0.9708,0.0000,128.0000,0,64,-0.0006,0.0053,2.6890
690,5652480,0.9708,0.0000,128.0000,0,64,0.0001,0.0150,2.6780
691,5660672,0.9708,0.0000,128.0000,0,64,0.0013,0.0484,2.6480
692,5668864,0.9708,0.0000,128.0000,0,64,-0.0001,0.0514,2.7003
693,5677056,0.9708,0.0000,128.0000,0,64,-0.0015,0.0478,2.6610
694,5685248,0.9708,0.0000,128.0000,0,64,-0.0035,0.0515,2.6450
695,5693440,0.9708,0.0000,128.0000,0,64,-0.0019,0.0472,2.6452
696,5701632,0.9708,0.0000,128.0000,0,64,-0.0022,0.0481,2.6746
697,5709824,0.9708,0.0000,128.0000,0,64,-0.0026,0.0482,2.6705
698,5718016,0.9708,0.0000,128.0000,0,64,-0.0009,0.0471,2.7276
699,5726208,0.9708,0.0000,128.0000,0,64,-0.0016,0.0459,2.6920
700,5734400,0.9708,0.0000,128.0000,0,64,-0.0012,0.0464,2.7401
701,5742592,0.9708,0.0000,128.0000,0,64,-0.0021,0.0464,2.7407
702,5750784,0.9708,0.0000,128.0000,0,64,-0.0034,0.0421,2.7350
703,5758976,0.9708,0.0000,128.0000,0,64,-0.0022,0.0459,2.7125
704,5767168,0.9708,0.0000,128.0000,0,64,-0.0017,0.0451,2.7239
705,5775360,0.9708,0.0000,128.0000,0,64,-0.0021,0.0427,2.6432
706,5783552,0.9708,0.0000,128.0000,0,64,-0.0026,0.0428,2.6979
707,5791744,0.9708,0.0000,128.0000,0,64,-0.0031,0.0443,2.6800
708,5799936,0.9708,0.0000,128.0000,0,64,-0.0029,0.0438,2.7524
709,5808128,0.9708,0.0000,128.0000,0,64,-0.0026,0.0292,2.7492
710,5816320,0.9708,0.0000,128.0000,0,64,-0.0004,0.0047,2.7206
711,5824512,0.9708,0.0000,128.0000,0,64,0.0018,0.0060,2.8093
712,5832704,0.9709,0.0000,128.0000,0,64,0.0031,0.0041,2.7456
713,5840896,0.9709,0.0000,128.0000,0,64,-0.0016,0.0050,2.8269
714,5849088,0.9709,0.0000,128.0000,0,64,-0.0009,0.0051,2.8018
715,5857280,0.9709,0.0000,128.0000,0,64,-0.0010,0.0034,2.7804
716,5865472,0.9709,0.0000,128.0000,0,64,0.0024,0.0051,2.7478
717,5873664,0.9709,0.0000,128.0000,0,64,0.0027,0.0016,2.7791
718,5881856,0.9709,0.0000,128.0000,0,64,0.0059,0.0034,2.8664
719,5890048,0.9709,0.0000,128.0000,0,64,0.0043,0.0016,2.8200
720,5898240,0.9709,0.0000,128.0000,0,64,0.0019,0.0014,2.8016
721,5906432,0.9709,0.0000,128.0000,0,64,0.0012,0.0028,2.7737
722,5914624,0.9709,0.0000,128.0000,0,64,0.0006,0.0113,2.7573
723,5922816,0.9709,0.0000,128.0000,0,64,-0.0001,0.0030,2.7284
724,5931008,0.9709,0.0000,128.0000,0,64,0.0017,0.0031,2.6808
725,5939200,0.9709,0.0000,128.0000,0,64,-0.0002,0.0067,2.7231
726,5947392,0.9708,0.0000,128.0000,0,64,0.0009,0.0030,2.7061
727,5955584,0.9708,0.0000,128.0000,0,64,0.0073,0.0052,2.6753
728,5963776,0.9708,0.0000,128.0000,0,64,0.0026,0.0054,2.6866
729,5971968,0.9708,0.0000,128.0000,0,64,-0.0005,0.0163,2.7711
730,5980160,0.9708,0.0000,128.0000,0,64,-0.0016,0.0153,2.7429
731,5988352,0.9708,0.0000,128.0000,0,64,0.0022,0.0043,2.7045
732,5996544,0.9708,0.0000,128.0000,0,64,0.0001,0.0067,2.7241
733,6004736,0.9708,0.0000,128.0000,0,64,-0.0008,0.0036,2.6247
734,6012928,0.9708,0.0000,128.0000,0,64,0.0004,0.0016,2.5769
735,6021120,0.9708,0.0000,128.0000,0,64,-0.0007,0.0015,2.7089
736,6029312,0.9708,0.0000,128.0000,0,64,0.0099,0.0059,2.7074
737,6037504,0.9708,0.0000,128.0000,0,64,-0.0009,0.0059,2.6649
738,6045696,0.9708,0.0000,128.0000,0,64,0.0008,0.0037,2.6515
739,6053888,0.9708,0.0000,128.0000,0,64,-0.0005,0.0029,2.6339
740,6062080,0.9708,0.0000,128.0000,0,64,0.0046,0.0035,2.6410
741,6070272,0.9708,0.0000,128.0000,0,64,0.0010,0.0040,2.6428
742,6078464,0.9708,0.0000,128.0000,0,64,0.0032,0.0065,2.6696
743,6086656,0.9708,0.0000,128.0000,0,64,0.0060,0.0042,2.6853
744,6094848,0.9708,0.0000,128.0000,0,64,0.0024,0.0054,2.6602
745,6103040,0.9708,0.0000,128.0000,0,64,0.0050,0.0179,2.5464
746,6111232,0.9708,0.0000,128.0000,0,64,-0.0010,0.0055,2.5977
747,6119424,0.9708,0.0000,128.0000,0,64,0.0005,0.0061,2.6419
748,6127616,0.9708,0.0000,128.0000,0,64,0.0028,0.0034,2.6250
749,6135808,0.9708,0.0000,128.0000,0,64,0.0015,0.0041,2.6450
750,6144000,0.9708,0.0000,128.0000,0,64,0.0002,0.0047,2.6335
751,6152192,0.9708,0.0000,128.0000,0,64,-0.0000,0.0129,2.6487
752,6160384,0.9708,0.0000,128.0000,0,64,0.0012,0.0143,2.6237
753,6168576,0.9708,0.0000,128.0000,0,64,0.0004,0.0015,2.6360
754,6176768,0.9708,0.0000,128.0000,0,64,-0.0003,0.0057,2.6539
755,6184960,0.9708,0.0000,128.0000,0,64,-0.0001,0.0110,2.6353
756,6193152,0.9708,0.0000,128.0000,0,64,-0.0004,0.0226,2.6310
757,6201344,0.9708,0.0000,128.0000,0,64,0.0030,0.0047,2.6587
758,6209536,0.9708,0.0000,128.0000,0,64,0.0009,0.0054,2.7106
759,6217728,0.9708,0.0000,128.0000,0,64,0.0000,0.0042,2.6760
760,6225920,0.9708,0.0000,128.0000,0,64,0.0010,0.0018,2.6610
761,6234112,0.9708,0.0000,128.0000,0,64,0.0007,0.0051,2.6453
762,6242304,0.9708,0.0000,128.0000,0,64,0.0007,0.0052,2.6255
763,6250496,0.9708,0.0000,128.0000,0,64,-0.0020,0.0057,2.6001
764,6258688,0.9708,0.0000,128.0000,0,64,-0.0014,0.0052,2.5729
765,6266880,0.9708,0.0000,128.0000,0,64,0.0021,0.0019,2.6008
766,6275072,0.9708,0.0000,128.0000,0,64,0.0051,0.0224,2.5982
767,6283264,0.9708,0.0000,128.0000,0,64,-0.0001,0.0016,2.5721
768,6291456,0.9708,0.0000,128.0000,0,64,-0.0003,0.0067,2.5271
769,6299648,0.9708,0.0000,128.0000,0,64,-0.0010,0.0057,2.5031
770,6307840,0.9708,0.0000,128.0000,0,64,0.0011,0.0099,2.5775
771,6316032,0.9708,0.0000,128.0000,0,64,0.0006,0.0044,2.5394
772,6324224,0.9708,0.0000,128.0000,0,64,0.0006,0.0064,2.5579
773,6332416,0.9707,0.0000,128.0000,0,64,-0.0016,0.0055,2.6032
774,6340608,0.9707,0.0000,128.0000,0,64,-0.0013,0.0053,2.6079
775,6348800,0.9707,0.0000,128.0000,0,64,0.0029,0.0021,2.6442
776,6356992,0.9707,0.0000,128.0000,0,64,0.0050,0.0067,2.7133
777,6365184,0.9708,0.0000,128.0000,0,64,-0.0004,0.0035,2.7007
778,6373376,0.9708,0.0000,128.0000,0,64,0.0045,0.0207,2.7487
779,6381568,0.9708,0.0000,128.0000,0,64,-0.0007,0.0066,2.6776
780,6389760,0.9708,0.0000,128.0000,0,64,-0.0000,0.0158,2.6800
781,6397952,0.9708,0.0000,128.0000,0,64,0.0015,0.0029,2.6928
782,6406144,0.9708,0.0000,128.0000,0,64,0.0020,0.0012,2.7473
783,6414336,0.9708,0.0000,128.0000,0,64,0.0038,0.0043,2.8102
784,6422528,0.9708,0.0000,128.0000,0,64,0.0017,0.0026,2.7338
785,6430720,0.9708,0.0000,128.0000,0,64,0.0003,0.0051,2.7096
786,6438912,0.9708,0.0000,128.0000,0,64,-0.0011,0.0055,2.7332
787,6447104,0.9708,0.0000,128.0000,0,64,-0.0017,0.0048,2.7482
788,6455296,0.9708,0.0000,128.0000,0,64,-0.0013,0.0048,2.7225
789,6463488,0.9708,0.0000,128.0000,0,64,0.0012,0.0052,2.7412
790,6471680,0.9708,0.0000,128.0000,0,64,0.0002,0.0034,2.7735
791,6479872,0.9708,0.0000,128.0000,0,64,0.0011,0.0022,2.7297
792,6488064,0.9708,0.0000,128.0000,0,64,0.0034,0.0185,2.6333
793,6496256,0.9708,0.0000,128.0000,0,64,0.0029,0.0039,2.6578
794,6504448,0.9708,0.0000,128.0000,0,64,0.0010,0.0033,2.6896
795,6512640,0.9708,0.0000,128.0000,0,64,-0.0024,0.0070,2.6971
796,6520832,0.9708,0.0000,128.0000,0,64,-0.0014,0.0153,2.6461
797,6529024,0.9708,0.0000,128.0000,0,64,-0.0012,0.0048,2.6675
798,6537216,0.9708,0.0000,128.0000,0,64,-0.0014,0.0032,2.6390
799,6545408,0.9708,0.0000,128.0000,0,64,0.0004,0.0055,2.6881
800,6553600,0.9708,0.0000,128.0000,0,64,-0.0018,0.0050,2.6670
801,6561792,0.9708,0.0000,128.0000,0,64,-0.0018,0.0053,2.7824
802,6569984,0.9708,0.0000,128.0000,0,64,-0.0011,0.0050,2.7581
803,6578176,0.9708,0.0000,128.0000,0,64,-0.0002,0.0055,2.8351
804,6586368,0.9708,0.0000,128.0000,0,64,0.0036,0.0015,2.7534
805,6594560,0.9708,0.0000,128.0000,0,64,-0.0008,0.0050,2.7099
806,6602752,0.9708,0.0000,128.0000,0,64,-0.0014,0.0053,2.7065
807,6610944,0.9708,0.0000,128.0000,0,64,-0.0018,0.0036,2.6343
808,6619136,0.9708,0.0000,128.0000,0,64,0.0022,0.0038,2.6777
809,6627328,0.9708,0.0000,128.0000,0,64,-0.0002,0.0049,2.6018
810,6635520,0.9708,0.0000,128.0000,0,64,0.0002,0.0030,2.6050
811,6643712,0.9708,0.0000,128.0000,0,64,-0.0006,0.0037,2.5584
812,6651904,0.9708,0.0000,128.0000,0,64,0.0024,0.0130,2.5697
813,6660096,0.9708,0.0000,128.0000,0,64,0.0032,0.0031,2.5408
814,6668288,0.9708,0.0000,128.0000,0,64,-0.0009,0.0052,2.4821
815,6676480,0.9708,0.0000,128.0000,0,64,-0.0010,0.0019,2.4386
816,6684672,0.9708,0.0000,128.0000,0,64,0.0017,0.0140,2.4880
817,6692864,0.9708,0.0000,128.0000,0,64,0.0005,0.0013,2.4382
818,6701056,0.9708,0.0000,128.0000,0,64,-0.0014,0.0017,2.4916
819,6709248,0.9708,0.0000,128.0000,0,64,0.0022,0.0036,2.5569
820,6717440,0.9708,0.0000,128.0000,0,64,-0.0011,0.0065,2.5773
821,6725632,0.9708,0.0000,128.0000,0,64,-0.0014,0.0057,2.5778
822,6733824,0.9708,0.0000,128.0000,0,64,-0.0016,0.0044,2.6341
823,6742016,0.9708,0.0000,128.0000,0,64,0.0011,0.0046,2.6323
824,6750208,0.9708,0.0000,128.0000,0,64,-0.0018,0.0053,2.7050
825,6758400,0.9709,0.0000,128.0000,0,64,-0.0014,0.0050,2.7116
826,6766592,0.9709,0.0000,128.0000,0,64,0.0016,0.0031,2.7073
827,6774784,0.9709,0.0000,128.0000,0,64,0.0021,0.0014,2.7173
828,6782976,0.9709,0.0000,128.0000,0,64,0.0006,0.0070,2.7221
829,6791168,0.9709,0.0000,128.0000,0,64,0.0008,0.0017,2.7916
830,6799360,0.9709,0.0000,128.0000,0,64,0.0049,0.0149,2.7061
831,6807552,0.9709,0.0000,128.0000,0,64,-0.0023,0.0185,2.7855
832,6815744,0.9709,0.0000,128.0000,0,64,0.0096,0.0069,2.7496
833,6823936,0.9709,0.0000,128.0000,0,64,0.0031,0.0024,2.7776
834,6832128,0.9708,0.0000,128.0000,0,64,0.0012,0.0160,2.7714
835,6840320,0.9708,0.0000,128.0000,0,64,-0.0013,0.0181,2.7577
836,6848512,0.9709,0.0000,128.0000,0,64,-0.0018,0.0040,2.7152
837,6856704,0.9709,0.0000,128.0000,0,64,-0.0002,0.0154,2.6972
838,6864896,0.9709,0.0000,128.0000,0,64,-0.0009,0.0042,2.7146
839,6873088,0.9709,0.0000,128.0000,0,64,0.0008,0.0033,2.6941
840,6881280,0.9709,0.0000,128.0000,0,64,-0.0000,0.0059,2.7137
841,6889472,0.9709,0.0000,128.0000,0,64,-0.0009,0.0041,2.7318
842,6897664,0.9709,0.0000,128.0000,0,64,0.0028,0.0050,2.7954
843,6905856,0.9709,0.0000,128.0000,0,64,-0.0015,0.0053,2.7864
844,6914048,0.9709,0.0000,128.0000,0,64,-0.0005,0.0253,2.7067
845,6922240,0.9709,0.0000,128.0000,0,64,-0.0004,0.0074,2.7643
846,6930432,0.9709,0.0000,128.0000,0,64,0.0024,0.0013,2.7499
847,6938624,0.9709,0.0000,128.0000,0,64,-0.0006,0.0032,2.6948
848,6946816,0.9709,0.0000,128.0000,0,64,0.0024,0.0058,2.6362
849,6955008,0.9709,0.0000,128.0000,0,64,0.0004,0.0019,2.6254
850,6963200,0.9709,0.0000,128.0000,0,64,0.0016,0.0058,2.5520
851,6971392,0.9709,0.0000,128.0000,0,64,0.0008,0.0056,2.6262
852,6979584,0.9709,0.0000,128.0000,0,64,-0.0003,0.0016,2.6623
853,6987776,0.9709,0.0000,128.0000,0,64,-0.0004,0.0053,2.6587
854,6995968,0.9709,0.0000,128.0000,0,64,-0.0006,0.0032,2.7474
855,7004160,0.9709,0.0000,128.0000,0,64,0.0002,0.0184,2.7356
856,7012352,0.9709,0.0000,128.0000,0,64,0.0001,0.0052,2.7099
857,7020544,0.9709,0.0000,128.0000,0,64,0.0013,0.0014,2.7669
858,7028736,0.9709,0.0000,128.0000,0,64,0.0015,0.0037,2.7124
859,7036928,0.9709,0.0000,128.0000,0,64,0.0011,0.0090,2.6516
860,7045120,0.9709,0.0000,128.0000,0,64,-0.0014,0.0031,2.7269
861,7053312,0.9709,0.0000,128.0000,0,64,0.0004,0.0058,2.7430
862,7061504,0.9709,0.0000,128.0000,0,64,-0.0003,0.0053,2.7161
863,7069696,0.9709,0.0000,128.0000,0,64,-0.0035,0.0045,2.6889
864,7077888,0.9709,0.0000,128.0000,0,64,0.0009,0.0050,2.7459
865,7086080,0.9709,0.0000,128.0000,0,64,0.0033,0.0051,2.6969
866,7094272,0.9709,0.0000,128.0000,0,64,-0.0020,0.0052,2.6776
867,7102464,0.9709,0.0000,128.0000,0,64,-0.0022,0.0051,2.6979
868,7110656,0.9709,0.0000,128.0000,0,64,-0.0015,0.0052,2.7044
869,7118848,0.9709,0.0000,128.0000,0,64,-0.0002,0.0051,2.6374
870,7127040,0.9709,0.0000,128.0000,0,64,-0.0008,0.0066,2.6467
871,7135232,0.9709,0.0000,128.0000,0,64,-0.0022,0.0051,2.7098
872,7143424,0.9709,0.0000,128.0000,0,64,-0.0009,0.0169,2.7566
873,7151616,0.9709,0.0000,128.0000,0,64,-0.0020,0.0053,2.8182
874,7159808,0.9709,0.0000,128.0000,0,64,-0.0007,0.0050,2.8191
875,7168000,0.9709,0.0000,128.0000,0,64,0.0023,0.0036,2.7755
876,7176192,0.9709,0.0000,128.0000,0,64,0.0003,0.0034,2.8139
877,7184384,0.9709,0.0000,128.0000,0,64,0.0007,0.0040,2.7635
878,7192576,0.9709,0.0000,128.0000,0,64,-0.0007,0.0038,2.7441
879,7200768,0.9709,0.0000,128.0000,0,64,0.0018,0.0010,2.7136
880,7208960,0.9709,0.0000,128.0000,0,64,-0.0006,0.0086,2.7907
