update_step,total_steps,avg_step_reward,avg_episode_reward,avg_episode_length,n_finished,n_total,policy_loss,value_loss,entropy
345,2826240,0.9705,0.0000,128.0000,0,64,0.0008,0.0190,3.1507
346,2834432,0.9705,0.0000,128.0000,0,64,0.0019,0.0090,3.1546
347,2842624,0.9706,0.0000,128.0000,0,64,-0.0022,0.0100,3.1627
348,2850816,0.9706,0.0000,128.0000,0,64,-0.0012,0.0103,3.0887
349,2859008,0.9706,0.0000,128.0000,0,64,-0.0004,0.0098,3.0885
350,2867200,0.9707,0.0000,128.0000,0,64,0.0004,0.0095,3.1127
351,2875392,0.9707,0.0000,128.0000,0,64,-0.0035,0.0105,3.1321
352,2883584,0.9707,0.0000,128.0000,0,64,-0.0007,0.0114,3.1660
353,2891776,0.9707,0.0000,128.0000,0,64,0.0004,0.0086,3.1555
354,2899968,0.9707,0.0000,128.0000,0,64,-0.0001,0.0233,3.1762
355,2908160,0.9707,0.0000,128.0000,0,64,-0.0012,0.0212,3.1175
356,2916352,0.9707,0.0000,128.0000,0,64,-0.0005,0.0093,3.0761
357,2924544,0.9707,0.0000,128.0000,0,64,-0.0005,0.0189,3.1606
358,2932736,0.9707,0.0000,128.0000,0,64,-0.0000,0.0059,3.1454
359,2940928,0.9707,0.0000,128.0000,0,64,-0.0016,0.0089,3.1876
360,2949120,0.9707,0.0000,128.0000,0,64,-0.0026,0.0090,3.1887
361,2957312,0.9707,0.0000,128.0000,0,64,-0.0003,0.0092,3.1557
362,2965504,0.9707,0.0000,128.0000,0,64,-0.0006,0.0056,3.1657
363,2973696,0.9707,0.0000,128.0000,0,64,0.0007,0.0191,3.0657
364,2981888,0.9707,0.0000,128.0000,0,64,-0.0031,0.0174,3.1456
365,2990080,0.9707,0.0000,128.0000,0,64,0.0007,0.0182,3.0676
366,2998272,0.9707,0.0000,128.0000,0,64,0.0022,0.0194,3.0272
367,3006464,0.9707,0.0000,128.0000,0,64,-0.0001,0.0102,3.0137
368,3014656,0.9707,0.0000,128.0000,0,64,0.0000,0.0092,3.0062
369,3022848,0.9707,0.0000,128.0000,0,64,-0.0028,0.0097,2.9631
370,3031040,0.9707,0.0000,128.0000,0,64,0.0017,0.0129,2.9818
371,3039232,0.9707,0.0000,128.0000,0,64,0.0012,0.0116,2.9559
372,3047424,0.9707,0.0000,128.0000,0,64,0.0028,0.0076,3.0608
373,3055616,0.9707,0.0000,128.0000,0,64,-0.0016,0.0078,2.9827
374,3063808,0.9707,0.0000,128.0000,0,64,0.0004,0.0110,3.0409
375,3072000,0.9707,0.0000,128.0000,0,64,0.0000,0.0063,2.9890
376,3080192,0.9707,0.0000,128.0000,0,64,-0.0007,0.0057,3.0879
377,3088384,0.9707,0.0000,128.0000,0,64,0.0019,0.0061,3.0632
378,3096576,0.9706,0.0000,128.0000,0,64,-0.0013,0.0105,3.0072
379,3104768,0.9707,0.0000,128.0000,0,64,-0.0010,0.0093,3.0241
380,3112960,0.9708,0.0000,128.0000,0,64,-0.0003,0.0198,3.0278
381,3121152,0.9708,0.0000,128.0000,0,64,-0.0004,0.0104,3.1115
382,3129344,0.9708,0.0000,128.0000,0,64,-0.0017,0.0109,3.0731
383,3137536,0.9708,0.0000,128.0000,0,64,-0.0019,0.0117,3.1277
384,3145728,0.9708,0.0000,128.0000,0,64,-0.0006,0.0094,3.1376
385,3153920,0.9708,0.0000,128.0000,0,64,0.0002,0.0188,3.1832
386,3162112,0.9707,0.0000,128.0000,0,64,0.0020,0.0128,3.2086
387,3170304,0.9706,0.0000,128.0000,0,64,0.0003,0.0078,3.1796
388,3178496,0.9706,0.0000,128.0000,0,64,-0.0005,0.0096,3.2002
389,3186688,0.9706,0.0000,128.0000,0,64,-0.0020,0.0101,3.2320
390,3194880,0.9706,0.0000,128.0000,0,64,-0.0021,0.0102,3.2149
391,3203072,0.9706,0.0000,128.0000,0,64,-0.0010,0.0101,3.1950
392,3211264,0.9706,0.0000,128.0000,0,64,-0.0010,0.0096,3.1747
393,3219456,0.9706,0.0000,128.0000,0,64,-0.0020,0.0098,3.1992
394,3227648,0.9706,0.0000,128.0000,0,64,-0.0018,0.0098,3.1762
395,3235840,0.9706,0.0000,128.0000,0,64,-0.0017,0.0101,3.2061
396,3244032,0.9707,0.0000,128.0000,0,64,-0.0026,0.0103,3.1718
397,3252224,0.9707,0.0000,128.0000,0,64,-0.0007,0.0099,3.1323
398,3260416,0.9707,0.0000,128.0000,0,64,-0.0005,0.0106,3.1138
399,3268608,0.9707,0.0000,128.0000,0,64,-0.0010,0.0100,3.1300
400,3276800,0.9707,0.0000,128.0000,0,64,-0.0010,0.0099,3.1306
401,3284992,0.9707,0.0000,128.0000,0,64,-0.0011,0.0097,3.1129
402,3293184,0.9707,0.0000,128.0000,0,64,-0.0000,0.0104,3.1578
403,3301376,0.9707,0.0000,128.0000,0,64,0.0006,0.0080,3.0763
404,3309568,0.9707,0.0000,128.0000,0,64,0.0038,0.0192,3.0743
405,3317760,0.9707,0.0000,128.0000,0,64,0.0028,0.0120,3.0672
406,3325952,0.9707,0.0000,128.0000,0,64,-0.0023,0.0117,3.0309
407,3334144,0.9707,0.0000,128.0000,0,64,-0.0007,0.0150,3.0821
408,3342336,0.9707,0.0000,128.0000,0,64,-0.0017,0.0169,3.0915
409,3350528,0.9707,0.0000,128.0000,0,64,-0.0004,0.0171,3.0962
410,3358720,0.9707,0.0000,128.0000,0,64,-0.0034,0.0183,3.0733
411,3366912,0.9707,0.0000,128.0000,0,64,-0.0034,0.0131,3.0631
412,3375104,0.9707,0.0000,128.0000,0,64,-0.0014,0.0115,3.0837
413,3383296,0.9707,0.0000,128.0000,0,64,0.0006,0.0093,3.0721
414,3391488,0.9707,0.0000,128.0000,0,64,-0.0015,0.0095,3.0690
415,3399680,0.9707,0.0000,128.0000,0,64,-0.0020,0.0094,3.1094
416,3407872,0.9707,0.0000,128.0000,0,64,0.0007,0.0105,3.1216
417,3416064,0.9706,0.0000,128.0000,0,64,0.0009,0.0066,3.0959
418,3424256,0.9706,0.0000,128.0000,0,64,0.0006,0.0083,3.1423
419,3432448,0.9706,0.0000,128.0000,0,64,0.0026,0.0212,3.0815
420,3440640,0.9706,0.0000,128.0000,0,64,0.0009,0.0093,3.0811
421,3448832,0.9706,0.0000,128.0000,0,64,-0.0008,0.0102,3.0066
422,3457024,0.9706,0.0000,128.0000,0,64,0.0026,0.0088,2.9905
423,3465216,0.9706,0.0000,128.0000,0,64,0.0027,0.0062,3.0603
424,3473408,0.9706,0.0000,128.0000,0,64,0.0032,0.0063,3.0134
425,3481600,0.9706,0.0000,128.0000,0,64,0.0024,0.0088,2.9301
426,3489792,0.9707,0.0000,128.0000,0,64,0.0011,0.0063,2.8284
427,3497984,0.9707,0.0000,128.0000,0,64,0.0017,0.0118,2.9051
428,3506176,0.9707,0.0000,128.0000,0,64,0.0022,0.0089,2.8475
429,3514368,0.9707,0.0000,128.0000,0,64,0.0005,0.0065,2.8867
430,3522560,0.9707,0.0000,128.0000,0,64,-0.0008,0.0091,2.9357
431,3530752,0.9707,0.0000,128.0000,0,64,-0.0015,0.0068,2.9151
432,3538944,0.9707,0.0000,128.0000,0,64,-0.0007,0.0069,2.8441
433,3547136,0.9707,0.0000,128.0000,0,64,-0.0004,0.0080,2.9526
434,3555328,0.9707,0.0000,128.0000,0,64,-0.0000,0.0087,2.9694
435,3563520,0.9707,0.0000,128.0000,0,64,-0.0022,0.0101,2.9236
436,3571712,0.9707,0.0000,128.0000,0,64,-0.0013,0.0115,2.9280
437,3579904,0.9707,0.0000,128.0000,0,64,-0.0002,0.0232,3.0047
438,3588096,0.9707,0.0000,128.0000,0,64,-0.0012,0.0201,3.0068
439,3596288,0.9707,0.0000,128.0000,0,64,-0.0004,0.0134,2.9919
440,3604480,0.9707,0.0000,128.0000,0,64,0.0007,0.0114,3.0773
441,3612672,0.9708,0.0000,128.0000,0,64,0.0008,0.0095,3.1325
442,3620864,0.9708,0.0000,128.0000,0,64,0.0019,0.0143,3.1205
443,3629056,0.9708,0.0000,128.0000,0,64,0.0005,0.0126,3.0263
444,3637248,0.9709,0.0000,128.0000,0,64,-0.0006,0.0063,3.0439
445,3645440,0.9709,0.0000,128.0000,0,64,0.0011,0.0091,3.0051
446,3653632,0.9709,0.0000,128.0000,0,64,-0.0020,0.0088,3.0205
447,3661824,0.9709,0.0000,128.0000,0,64,-0.0012,0.0108,3.0058
448,3670016,0.9709,0.0000,128.0000,0,64,-0.0013,0.0092,2.9899
449,3678208,0.9709,0.0000,128.0000,0,64,-0.0020,0.0095,2.9706
450,3686400,0.9709,0.0000,128.0000,0,64,-0.0027,0.0098,2.9944
451,3694592,0.9709,0.0000,128.0000,0,64,-0.0009,0.0102,2.8935
452,3702784,0.9709,0.0000,128.0000,0,64,0.0013,0.0061,2.8471
453,3710976,0.9709,0.0000,128.0000,0,64,0.0005,0.0250,2.8480
454,3719168,0.9709,0.0000,128.0000,0,64,0.0014,0.0097,2.8070
455,3727360,0.9709,0.0000,128.0000,0,64,0.0001,0.0209,2.8365
456,3735552,0.9709,0.0000,128.0000,0,64,-0.0003,0.0066,2.8560
457,3743744,0.9709,0.0000,128.0000,0,64,0.0005,0.0163,2.7373
458,3751936,0.9709,0.0000,128.0000,0,64,-0.0016,0.0203,2.8453
459,3760128,0.9709,0.0000,128.0000,0,64,0.0012,0.0186,2.8882
460,3768320,0.9709,0.0000,128.0000,0,64,0.0015,0.0091,2.7563
461,3776512,0.9709,0.0000,128.0000,0,64,0.0011,0.0092,2.8500
462,3784704,0.9709,0.0000,128.0000,0,64,-0.0027,0.0082,2.9166
463,3792896,0.9709,0.0000,128.0000,0,64,-0.0018,0.0092,2.8262
464,3801088,0.9709,0.0000,128.0000,0,64,-0.0030,0.0089,2.8396
465,3809280,0.9709,0.0000,128.0000,0,64,-0.0004,0.0090,2.8442
466,3817472,0.9709,0.0000,128.0000,0,64,-0.0012,0.0083,2.8548
467,3825664,0.9709,0.0000,128.0000,0,64,-0.0017,0.0088,2.8324
468,3833856,0.9709,0.0000,128.0000,0,64,0.0014,0.0159,2.8544
469,3842048,0.9709,0.0000,128.0000,0,64,-0.0012,0.0171,2.8635
470,3850240,0.9709,0.0000,128.0000,0,64,0.0011,0.0069,2.8984
471,3858432,0.9709,0.0000,128.0000,0,64,-0.0018,0.0086,2.8809
472,3866624,0.9709,0.0000,128.0000,0,64,-0.0006,0.0107,2.8196
473,3874816,0.9709,0.0000,128.0000,0,64,0.0012,0.0136,2.8005
474,3883008,0.9709,0.0000,128.0000,0,64,-0.0019,0.0193,2.8680
475,3891200,0.9709,0.0000,128.0000,0,64,-0.0002,0.0099,2.8455
476,3899392,0.9709,0.0000,128.0000,0,64,0.0009,0.0501,2.8745
477,3907584,0.9709,0.0000,128.0000,0,64,-0.0021,0.0485,2.8161
478,3915776,0.9709,0.0000,128.0000,0,64,-0.0028,0.0498,2.8219
479,3923968,0.9709,0.0000,128.0000,0,64,-0.0030,0.0484,2.8421
480,3932160,0.9709,0.0000,128.0000,0,64,-0.0030,0.0484,2.7514
481,3940352,0.9709,0.0000,128.0000,0,64,-0.0027,0.0470,2.8323
482,3948544,0.9709,0.0000,128.0000,0,64,-0.0024,0.0458,2.8765
483,3956736,0.9709,0.0000,128.0000,0,64,-0.0035,0.0460,2.8956
484,3964928,0.9709,0.0000,128.0000,0,64,-0.0016,0.0443,2.8665
485,3973120,0.9709,0.0000,128.0000,0,64,-0.0020,0.0449,2.8937
486,3981312,0.9709,0.0000,128.0000,0,64,-0.0041,0.0450,2.8529
487,3989504,0.9709,0.0000,128.0000,0,64,-0.0031,0.0476,2.8511
488,3997696,0.9709,0.0000,128.0000,0,64,-0.0014,0.0455,2.8532
489,4005888,0.9709,0.0000,128.0000,0,64,-0.0006,0.0467,2.8219
490,4014080,0.9709,0.0000,128.0000,0,64,-0.0016,0.0455,2.8518
491,4022272,0.9709,0.0000,128.0000,0,64,-0.0022,0.0433,2.8151
492,4030464,0.9709,0.0000,128.0000,0,64,-0.0022,0.0436,2.8265
493,4038656,0.9709,0.0000,128.0000,0,64,-0.0021,0.0427,2.8583
494,4046848,0.9709,0.0000,128.0000,0,64,-0.0030,0.0435,2.8663
495,4055040,0.9709,0.0000,128.0000,0,64,-0.0025,0.0429,2.8486
496,4063232,0.9709,0.0000,128.0000,0,64,-0.0025,0.0468,2.8218
497,4071424,0.9709,0.0000,128.0000,0,64,-0.0018,0.0438,2.8903
498,4079616,0.9709,0.0000,128.0000,0,64,-0.0030,0.0429,2.7891
499,4087808,0.9709,0.0000,128.0000,0,64,-0.0009,0.0446,2.8302
500,4096000,0.9709,0.0000,128.0000,0,64,-0.0014,0.0432,2.8226
501,4104192,0.9709,0.0000,128.0000,0,64,-0.0016,0.0433,2.8537
502,4112384,0.9709,0.0000,128.0000,0,64,-0.0025,0.0452,2.8456
503,4120576,0.9709,0.0000,128.0000,0,64,-0.0006,0.0374,2.7944
504,4128768,0.9709,0.0000,128.0000,0,64,0.0077,0.0371,2.7056
505,4136960,0.9709,0.0000,128.0000,0,64,0.0066,0.0423,2.6582
506,4145152,0.9709,0.0000,128.0000,0,64,0.0005,0.0246,2.6826
507,4153344,0.9709,0.0000,128.0000,0,64,-0.0011,0.0088,2.5937
508,4161536,0.9709,0.0000,128.0000,0,64,-0.0016,0.0084,2.5827
509,4169728,0.9709,0.0000,128.0000,0,64,-0.0004,0.0087,2.6046
510,4177920,0.9709,0.0000,128.0000,0,64,0.0006,0.0087,2.6416
511,4186112,0.9709,0.0000,128.0000,0,64,0.0016,0.0077,2.6894
512,4194304,0.9709,0.0000,128.0000,0,64,0.0035,0.0179,2.5693
513,4202496,0.9709,0.0000,128.0000,0,64,0.0005,0.0059,2.5810
514,4210688,0.9709,0.0000,128.0000,0,64,0.0037,0.0155,2.5272
515,4218880,0.9709,0.0000,128.0000,0,64,0.0005,0.0062,2.7056
516,4227072,0.9709,0.0000,128.0000,0,64,0.0296,0.0226,2.6346
517,4235264,0.9709,0.0000,128.0000,0,64,0.0001,0.0194,2.6713
518,4243456,0.9709,0.0000,128.0000,0,64,-0.0012,0.0099,2.6837
519,4251648,0.9709,0.0000,128.0000,0,64,-0.0016,0.0111,2.7526
520,4259840,0.9709,0.0000,128.0000,0,64,-0.0008,0.0074,2.7756
521,4268032,0.9709,0.0000,128.0000,0,64,0.0011,0.0111,2.7597
522,4276224,0.9709,0.0000,128.0000,0,64,0.0023,0.0088,2.7809
523,4284416,0.9709,0.0000,128.0000,0,64,0.0055,0.0083,2.7187
524,4292608,0.9709,0.0000,128.0000,0,64,0.0052,0.0086,2.6886
525,4300800,0.9709,0.0000,128.0000,0,64,0.0063,0.0104,2.6486
526,4308992,0.9709,0.0000,128.0000,0,64,0.0025,0.0080,2.5299
527,4317184,0.9709,0.0000,128.0000,0,64,0.0018,0.0112,2.5079
528,4325376,0.9709,0.0000,128.0000,0,64,0.0012,0.0094,2.3910
529,4333568,0.9709,0.0000,128.0000,0,64,0.0010,0.0160,2.3988
530,4341760,0.9709,0.0000,128.0000,0,64,-0.0006,0.0092,2.4355
531,4349952,0.9709,0.0000,128.0000,0,64,0.0001,0.0077,2.4255
532,4358144,0.9709,0.0000,128.0000,0,64,0.0008,0.0088,2.4105
533,4366336,0.9709,0.0000,128.0000,0,64,-0.0004,0.0083,2.5139
534,4374528,0.9709,0.0000,128.0000,0,64,0.0022,0.0082,2.6317
535,4382720,0.9709,0.0000,128.0000,0,64,0.0022,0.0085,2.6248
536,4390912,0.9709,0.0000,128.0000,0,64,-0.0002,0.0092,2.6181
537,4399104,0.9709,0.0000,128.0000,0,64,-0.0002,0.0149,2.5364
538,4407296,0.9709,0.0000,128.0000,0,64,0.0023,0.0081,2.5642
539,4415488,0.9709,0.0000,128.0000,0,64,-0.0001,0.0173,2.6380
540,4423680,0.9709,0.0000,128.0000,0,64,-0.0004,0.0088,2.6393
541,4431872,0.9709,0.0000,128.0000,0,64,-0.0006,0.0089,2.6953
542,4440064,0.9709,0.0000,128.0000,0,64,0.0034,0.0188,2.7974
543,4448256,0.9709,0.0000,128.0000,0,64,0.0032,0.0110,2.7089
544,4456448,0.9709,0.0000,128.0000,0,64,-0.0026,0.0212,2.6903
545,4464640,0.9709,0.0000,128.0000,0,64,-0.0007,0.0209,2.6859
546,4472832,0.9709,0.0000,128.0000,0,64,-0.0012,0.0236,2.6963
547,4481024,0.9709,0.0000,128.0000,0,64,-0.0006,0.0200,2.7052
548,4489216,0.9709,0.0000,128.0000,0,64,0.0034,0.0107,2.6762
549,4497408,0.9709,0.0000,128.0000,0,64,0.0001,0.0054,2.6928
550,4505600,0.9709,0.0000,128.0000,0,64,0.0045,0.0086,2.6643
551,4513792,0.9709,0.0000,128.0000,0,64,0.0023,0.0096,2.6019
552,4521984,0.9709,0.0000,128.0000,0,64,-0.0001,0.0073,2.7329
553,4530176,0.9709,0.0000,128.0000,0,64,-0.0011,0.0076,2.6880
554,4538368,0.9709,0.0000,128.0000,0,64,-0.0012,0.0088,2.7620
555,4546560,0.9709,0.0000,128.0000,0,64,0.0002,0.0048,2.8127
556,4554752,0.9709,0.0000,128.0000,0,64,0.0056,0.0054,2.8409
557,4562944,0.9709,0.0000,128.0000,0,64,0.0043,0.0075,2.8186
558,4571136,0.9709,0.0000,128.0000,0,64,0.0029,0.0084,2.8461
559,4579328,0.9709,0.0000,128.0000,0,64,0.0001,0.0070,2.8153
560,4587520,0.9709,0.0000,128.0000,0,64,0.0017,0.0046,2.7330
561,4595712,0.9709,0.0000,128.0000,0,64,0.0009,0.0059,2.7523
562,4603904,0.9709,0.0000,128.0000,0,64,0.0019,0.0169,2.7015
563,4612096,0.9709,0.0000,128.0000,0,64,0.0020,0.0061,2.7183
564,4620288,0.9709,0.0000,128.0000,0,64,0.0007,0.0057,2.6587
565,4628480,0.9709,0.0000,128.0000,0,64,-0.0007,0.0065,2.6996
566,4636672,0.9709,0.0000,128.0000,0,64,-0.0007,0.0203,2.6617
567,4644864,0.9709,0.0000,128.0000,0,64,-0.0005,0.0173,2.6702
568,4653056,0.9709,0.0000,128.0000,0,64,0.0006,0.0069,2.6306
569,4661248,0.9709,0.0000,128.0000,0,64,0.0010,0.0070,2.6707
570,4669440,0.9709,0.0000,128.0000,0,64,0.0017,0.0052,2.6932
571,4677632,0.9708,0.0000,128.0000,0,64,0.0014,0.0068,2.6599
572,4685824,0.9708,0.0000,128.0000,0,64,0.0109,0.0037,2.6767
573,4694016,0.9708,0.0000,128.0000,0,64,0.0109,0.0043,2.5972
574,4702208,0.9708,0.0000,128.0000,0,64,0.0026,0.0039,2.5999
575,4710400,0.9708,0.0000,128.0000,0,64,-0.0004,0.0038,2.5721
576,4718592,0.9708,0.0000,128.0000,0,64,-0.0002,0.0061,2.5500
577,4726784,0.9708,0.0000,128.0000,0,64,0.0017,0.0188,2.5878
578,4734976,0.9708,0.0000,128.0000,0,64,0.0006,0.0068,2.5688
579,4743168,0.9708,0.0000,128.0000,0,64,0.0028,0.0149,2.5556
580,4751360,0.9708,0.0000,128.0000,0,64,0.0024,0.0033,2.5461
581,4759552,0.9708,0.0000,128.0000,0,64,0.0009,0.0037,2.5617
582,4767744,0.9708,0.0000,128.0000,0,64,0.0033,0.0031,2.4787
583,4775936,0.9708,0.0000,128.0000,0,64,-0.0003,0.0141,2.3930
584,4784128,0.9708,0.0000,128.0000,0,64,-0.0025,0.0209,2.3961
585,4792320,0.9708,0.0000,128.0000,0,64,0.0009,0.0072,2.4298
586,4800512,0.9708,0.0000,128.0000,0,64,-0.0003,0.0069,2.3427
587,4808704,0.9708,0.0000,128.0000,0,64,-0.0009,0.0033,2.3547
588,4816896,0.9708,0.0000,128.0000,0,64,0.0012,0.0231,2.4556
589,4825088,0.9708,0.0000,128.0000,0,64,-0.0016,0.0174,2.4302
590,4833280,0.9708,0.0000,128.0000,0,64,0.0003,0.0029,2.5230
591,4841472,0.9708,0.0000,128.0000,0,64,0.0043,0.0080,2.5505
592,4849664,0.9708,0.0000,128.0000,0,64,0.0011,0.0063,2.5140
593,4857856,0.9708,0.0000,128.0000,0,64,0.0000,0.0067,2.5259
594,4866048,0.9708,0.0000,128.0000,0,64,0.0034,0.0035,2.5659
595,4874240,0.9708,0.0000,128.0000,0,64,0.0027,0.0070,2.5256
596,4882432,0.9708,0.0000,128.0000,0,64,-0.0002,0.0032,2.5406
597,4890624,0.9708,0.0000,128.0000,0,64,-0.0001,0.0031,2.5387
598,4898816,0.9708,0.0000,128.0000,0,64,-0.0038,0.0064,2.4299
599,4907008,0.9708,0.0000,128.0000,0,64,-0.0018,0.0066,2.4995
600,4915200,0.9708,0.0000,128.0000,0,64,-0.0009,0.0070,2.5702
601,4923392,0.9708,0.0000,128.0000,0,64,-0.0011,0.0062,2.6278
602,4931584,0.9708,0.0000,128.0000,0,64,0.0016,0.0057,2.5858
603,4939776,0.9708,0.0000,128.0000,0,64,0.0005,0.0058,2.6792
604,4947968,0.9708,0.0000,128.0000,0,64,-0.0004,0.0027,2.6916
605,4956160,0.9708,0.0000,128.0000,0,64,0.0008,0.0165,2.5975
606,4964352,0.9708,0.0000,128.0000,0,64,-0.0001,0.0063,2.6285
607,4972544,0.9708,0.0000,128.0000,0,64,-0.0020,0.0059,2.7056
608,4980736,0.9708,0.0000,128.0000,0,64,0.0006,0.0058,2.7084
609,4988928,0.9708,0.0000,128.0000,0,64,0.0005,0.0146,2.6619
610,4997120,0.9708,0.0000,128.0000,0,64,0.0012,0.0186,2.6915
611,5005312,0.9708,0.0000,128.0000,0,64,-0.0012,0.0222,2.6171
612,5013504,0.9708,0.0000,128.0000,0,64,-0.0007,0.0164,2.6469
613,5021696,0.9708,0.0000,128.0000,0,64,0.0010,0.0053,2.6211
614,5029888,0.9708,0.0000,128.0000,0,64,-0.0010,0.0060,2.6237
615,5038080,0.9707,0.0000,128.0000,0,64,-0.0018,0.0028,2.6424
616,5046272,0.9707,0.0000,128.0000,0,64,0.0025,0.0025,2.6234
617,5054464,0.9708,0.0000,128.0000,0,64,0.0038,0.0077,2.5796
618,5062656,0.9708,0.0000,128.0000,0,64,0.0003,0.0045,2.6069
619,5070848,0.9708,0.0000,128.0000,0,64,0.0032,0.0059,2.6587
620,5079040,0.9708,0.0000,128.0000,0,64,0.0026,0.0039,2.6150
621,5087232,0.9708,0.0000,128.0000,0,64,0.0009,0.0050,2.7187
622,5095424,0.9708,0.0000,128.0000,0,64,0.0041,0.0153,2.6324
623,5103616,0.9708,0.0000,128.0000,0,64,-0.0005,0.0179,2.7021
624,5111808,0.9708,0.0000,128.0000,0,64,0.0014,0.0088,2.6655
625,5120000,0.9708,0.0000,128.0000,0,64,-0.0006,0.0062,2.6999
626,5128192,0.9708,0.0000,128.0000,0,64,0.0003,0.0114,2.6359
627,5136384,0.9708,0.0000,128.0000,0,64,0.0003,0.0069,2.6359
628,5144576,0.9708,0.0000,128.0000,0,64,0.0006,0.0046,2.6300
629,5152768,0.9708,0.0000,128.0000,0,64,-0.0014,0.0193,2.6830
630,5160960,0.9708,0.0000,128.0000,0,64,-0.0028,0.0178,2.6999
631,5169152,0.9708,0.0000,128.0000,0,64,-0.0003,0.0221,2.6590
632,5177344,0.9708,0.0000,128.0000,0,64,0.0004,0.0159,2.6567
633,5185536,0.9708,0.0000,128.0000,0,64,0.0014,0.0029,2.6399
634,5193728,0.9708,0.0000,128.0000,0,64,0.0041,0.0150,2.5742
635,5201920,0.9708,0.0000,128.0000,0,64,0.0013,0.0034,2.6211
636,5210112,0.9708,0.0000,128.0000,0,64,0.0023,0.0128,2.6181
637,5218304,0.9708,0.0000,128.0000,0,64,0.0010,0.0054,2.7006
638,5226496,0.9708,0.0000,128.0000,0,64,-0.0017,0.0053,2.7216
639,5234688,0.9708,0.0000,128.0000,0,64,-0.0018,0.0059,2.6974
640,5242880,0.9708,0.0000,128.0000,0,64,-0.0017,0.0038,2.7039
641,5251072,0.9708,0.0000,128.0000,0,64,-0.0008,0.0196,2.7278
642,5259264,0.9708,0.0000,128.0000,0,64,-0.0019,0.0171,2.7583
643,5267456,0.9708,0.0000,128.0000,0,64,-0.0001,0.0058,2.7471
644,5275648,0.9708,0.0000,128.0000,0,64,0.0006,0.0068,2.7558
645,5283840,0.9708,0.0000,128.0000,0,64,0.0001,0.0020,2.6958
646,5292032,0.9708,0.0000,128.0000,0,64,0.0049,0.0186,2.7100
647,5300224,0.9708,0.0000,128.0000,0,64,-0.0009,0.0025,2.7028
648,5308416,0.9708,0.0000,128.0000,0,64,0.0032,0.0044,2.7022
649,5316608,0.9708,0.0000,128.0000,0,64,0.0006,0.0165,2.6062
650,5324800,0.9708,0.0000,128.0000,0,64,-0.0018,0.0174,2.5694
651,5332992,0.9708,0.0000,128.0000,0,64,0.0007,0.0110,2.5839
652,5341184,0.9708,0.0000,128.0000,0,64,-0.0007,0.0022,2.4724
653,5349376,0.9708,0.0000,128.0000,0,64,-0.0004,0.0184,2.4425
654,5357568,0.9708,0.0000,128.0000,0,64,-0.0007,0.0176,2.4329
655,5365760,0.9708,0.0000,128.0000,0,64,0.0004,0.0146,2.4189
656,5373952,0.9708,0.0000,128.0000,0,64,-0.0006,0.0017,2.4979
657,5382144,0.9708,0.0000,128.0000,0,64,0.0046,0.0157,2.4873
658,5390336,0.9708,0.0000,128.0000,0,64,-0.0005,0.0079,2.4335
659,5398528,0.9708,0.0000,128.0000,0,64,0.0018,0.0074,2.5189
660,5406720,0.9708,0.0000,128.0000,0,64,0.0073,0.0159,2.5288
661,5414912,0.9708,0.0000,128.0000,0,64,0.0014,0.0048,2.4560
662,5423104,0.9708,0.0000,128.0000,0,64,-0.0008,0.0131,2.4991
663,5431296,0.9708,0.0000,128.0000,0,64,0.0018,0.0100,2.5493
664,5439488,0.9708,0.0000,128.0000,0,64,0.0001,0.1016,2.6035
665,5447680,0.9708,0.0000,128.0000,0,64,0.0003,0.0060,2.6188
666,5455872,0.9708,0.0000,128.0000,0,64,0.0009,0.0218,2.5296
667,5464064,0.9708,0.0000,128.0000,0,64,-0.0002,0.0058,2.5456
668,5472256,0.9708,0.0000,128.0000,0,64,-0.0009,0.0025,2.5560
669,5480448,0.9708,0.0000,128.0000,0,64,0.0028,0.0066,2.6145
670,5488640,0.9708,0.0000,128.0000,0,64,0.0020,0.0164,2.6374
671,5496832,0.9708,0.0000,128.0000,0,64,-0.0016,0.0056,2.6106
672,5505024,0.9708,0.0000,128.0000,0,64,-0.0034,0.0143,2.6261
673,5513216,0.9708,0.0000,128.0000,0,64,-0.0021,0.0062,2.5813
674,5521408,0.9708,0.0000,128.0000,0,64,-0.0015,0.0056,2.6036
675,5529600,0.9708,0.0000,128.0000,0,64,-0.0024,0.0112,2.5779
676,5537792,0.9708,0.0000,128.0000,0,64,-0.0009,0.0213,2.6426
677,5545984,0.9708,0.0000,128.0000,0,64,0.0027,0.0164,2.5674
678,5554176,0.9708,0.0000,128.0000,0,64,0.0011,0.0015,2.5670
679,5562368,0.9708,0.0000,128.0000,0,64,0.0006,0.0072,2.5630
680,5570560,0.9708,0.0000,128.0000,0,64,0.0061,0.0186,2.6081
681,5578752,0.9708,0.0000,128.0000,0,64,0.0027,0.0024,2.6132
682,5586944,0.9708,0.0000,128.0000,0,64,0.0014,0.0040,2.5480
683,5595136,0.9708,0.0000,128.0000,0,64,-0.0014,0.0130,2.6261
684,5603328,0.9708,0.0000,128.0000,0,64,0.0046,0.0060,2.6491
685,5611520,0.9708,0.0000,128.0000,0,64,0.0064,0.0023,2.7348
686,5619712,0.9708,0.0000,128.0000,0,64,0.0097,0.0163,2.7095
687,5627904,0.9708,0.0000,128.0000,0,64,-0.0008,0.0058,2.6927
688,5636096,0.9708,0.0000,128.0000,0,64,0.0049,0.0158,2.6363
